"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/121668400","Philosophical Inquiry",719,436,12349,"1105-235X"
"http://ma-graph.org/entity/121830084","BioScience",13792,619430,7724,"0006-3568"
"http://ma-graph.org/entity/121855096","Prose Studies",775,993,12215,"0144-0357"
"http://ma-graph.org/entity/122038523","Slovo",171,12,13895,"0954-6839"
"http://ma-graph.org/entity/122176235","The American Naturalist",12891,678313,7703,"0003-0147"
"http://ma-graph.org/entity/122290859","Journal of Health and Social Behavior",1822,185516,8851,"0022-1465"
"http://ma-graph.org/entity/122302516","European Journal of Pharmaceutics and Biopharmaceutics",4485,148130,9650,"0939-6411"
"http://ma-graph.org/entity/122447904","Environmental Philosophy",374,426,13140,"1718-0198"
"http://ma-graph.org/entity/122462225","Afrique &amp; Histoire",97,60,14443,"1764-1977"
"http://ma-graph.org/entity/122485225","Girlhood Studies",285,547,13395,"1938-8209"
"http://ma-graph.org/entity/122657450","Rehabilitation Psychology",1542,26314,10905,"0090-5550"
"http://ma-graph.org/entity/122731057","Pharmacotherapy",5359,106805,9435,"0277-0008"
"http://ma-graph.org/entity/122767448","Journal of Management",2736,282136,8926,"0149-2063"
"http://ma-graph.org/entity/122892125","Asian Politics &amp; Policy",631,729,12703,"1943-0779"
"http://ma-graph.org/entity/123144817","Journal of Cognitive Neuroscience",4018,280149,8950,"0898-929X"
"http://ma-graph.org/entity/123152539","Foresight: The International Journal of Applied Forecasting",399,901,13088,"1555-9068"
"http://ma-graph.org/entity/123214626","European Journal of English Studies",581,1335,12497,"1382-5577"
"http://ma-graph.org/entity/123467924","Bulletin of the History of Archaeology",375,129,13291,"1062-4740"
"http://ma-graph.org/entity/123480357","Journal of Physical Chemistry Letters",7015,176068,9171,"1948-7185"
"http://ma-graph.org/entity/123744177","The Lion and the Unicorn",1174,1940,11801,"0147-2593"
"http://ma-graph.org/entity/12390406","Publications of the Astronomical Society of Japan",5665,42807,9929,"0004-6264"
"http://ma-graph.org/entity/123953891","International Journal of Humanities and Arts Computing",218,629,13496,"1753-8548"
"http://ma-graph.org/entity/123955271","Journal of Industrial Relations",3049,11831,10810,"0022-1856"
"http://ma-graph.org/entity/123977160","Electronic Journal of Knowledge Management",47,605,14782,"1479-4411"
"http://ma-graph.org/entity/123979729","Biomedical Chromatography",4632,46114,10197,"0269-3879"
"http://ma-graph.org/entity/124154549","The International MS Journal",155,1748,13548,"1352-8963"
"http://ma-graph.org/entity/124167300","History and Technology",694,2672,11917,"0734-1512"
"http://ma-graph.org/entity/12418545","General and Comparative Endocrinology",13055,293253,8817,"0016-6480"
"http://ma-graph.org/entity/124304160","International Studies Perspectives",579,7016,12034,"1528-3577"
"http://ma-graph.org/entity/124355644","Harvard International Law Journal",280,2450,11800,"0017-8063"
"http://ma-graph.org/entity/124372222","Renewable Agriculture and Food Systems",1265,20058,11052,"1742-1705"
"http://ma-graph.org/entity/124394548","Educational Administration Quarterly",1295,46723,10465,"0013-161X"
"http://ma-graph.org/entity/124624646","Nature and Culture",222,1334,13327,"1558-6073"
"http://ma-graph.org/entity/124682778","Journal of Empirical Legal Studies",489,5541,11779,"1740-1453"
"http://ma-graph.org/entity/124744586","Macromolecular Chemistry and Physics",17989,233182,8491,"1022-1352"
"http://ma-graph.org/entity/124795565","Talanta",24266,443376,8130,"0039-9140"
"http://ma-graph.org/entity/124907306","Public Understanding of Science",1198,28450,10894,"0963-6625"
"http://ma-graph.org/entity/124973578","Acta Numerica",162,23207,11071,"0962-4929"
"http://ma-graph.org/entity/12497822","Pula",2,0,18584,"0256-2316"
"http://ma-graph.org/entity/125242520","Molecular Reproduction and Development",4615,132270,9620,"1040-452X"
"http://ma-graph.org/entity/125263180","Journal of the American Association of Nurse Practitioners",840,2319,12322,"2327-6886"
"http://ma-graph.org/entity/125270255","The Journal of Modern History",24368,9796,8894,"0022-2801"
"http://ma-graph.org/entity/125446397","Nordic Journal of English Studies",383,1022,12974,"1654-6970"
"http://ma-graph.org/entity/125446444","Swiss Medical Weekly",2627,31668,10589,"1424-3997"
"http://ma-graph.org/entity/125458434","Philosophical Explorations",492,3292,12168,"1386-9795"
"http://ma-graph.org/entity/125501549","Applied Artificial Intelligence",1193,18984,10921,"0883-9514"
"http://ma-graph.org/entity/125775545","Operations Research",6232,311976,8037,"0030-364X"
"http://ma-graph.org/entity/125931951","Anthropology of Consciousness",467,1423,12729,"1053-4202"
"http://ma-graph.org/entity/126191069","European Journal of Immunology",16002,678403,7774,"0014-2980"
"http://ma-graph.org/entity/126294776","Journal of Mathematical Psychology",1912,55379,9758,"0022-2496"
"http://ma-graph.org/entity/126499095","European Urban and Regional Studies",861,16378,11303,"0969-7764"
"http://ma-graph.org/entity/126513815","African Journal of Criminology and Justice Studies",122,228,14207,"1554-3897"
"http://ma-graph.org/entity/126555207","Clinical Rehabilitation",2928,78745,9974,"0269-2155"
"http://ma-graph.org/entity/126715266","Perspectives on Science",868,3285,12030,"1063-6145"
"http://ma-graph.org/entity/126923661","Linguistics",2694,27960,10181,"0024-3949"
"http://ma-graph.org/entity/127118166","Social Science Computer Review",1573,24976,10805,"0894-4393"
"http://ma-graph.org/entity/127152719","Classica et Mediaevalia",164,127,13747,"0106-5815"
"http://ma-graph.org/entity/12725922","Gifted Child Today",2497,5208,11200,"1076-2175"
"http://ma-graph.org/entity/127318573","Environmental Values",841,9525,11658,"0963-2719"
"http://ma-graph.org/entity/127326301","The Archaeological Journal",4525,3564,10457,"0066-5983"
"http://ma-graph.org/entity/127472826","Bell System Technical Journal",3705,180841,7794,"0005-8580"
"http://ma-graph.org/entity/127504645","Irish Naturalists&#039; Journal",169,326,13883,"0021-1311"
"http://ma-graph.org/entity/127531613","Anthropological Quarterly",2249,24052,10273,"0003-5491"
"http://ma-graph.org/entity/12767827","SCMS Journal of Indian Management",26,38,15945,"0973-3167"
"http://ma-graph.org/entity/127708089","Journal of Economic Literature",1253,225530,8640,"0022-0515"
"http://ma-graph.org/entity/127742747","Journal of Econometrics",4468,374855,8175,"0304-4076"
"http://ma-graph.org/entity/127917940","Afrique contemporaine",1879,1196,11590,"0002-0478"
"http://ma-graph.org/entity/127936299","British Journal of Psychiatry",33935,691506,7361,"0007-1250"
"http://ma-graph.org/entity/127985767","Journal of Electronic Materials",12567,127031,8835,"0361-5235"
"http://ma-graph.org/entity/128018148","Free Radical Biology and Medicine",17422,584328,8128,"0891-5849"
"http://ma-graph.org/entity/128114691","ORDO",649,232,12768,"0048-2129"
"http://ma-graph.org/entity/128133299","Journal of Cases in Educational Leadership",441,510,13105,"1555-4589"
"http://ma-graph.org/entity/128210042","Journal of Arid Environments",5326,110957,9659,"0140-1963"
"http://ma-graph.org/entity/128227336","Infection and Immunity",31506,1411396,7227,"0019-9567"
"http://ma-graph.org/entity/128250343","Formal Aspects of Computing",1197,32552,10407,"0934-5043"
"http://ma-graph.org/entity/128375914","Africa",11410,93324,8597,"0001-9720"
"http://ma-graph.org/entity/128528081","Seed",2636,192,11394,"1499-0679"
"http://ma-graph.org/entity/128556326","Journal of Combinatorial Theory",8150,142489,8597,"0097-3165"
"http://ma-graph.org/entity/128617280","Annals of the American Thoracic Society",2203,13498,11217,"1943-5665"
"http://ma-graph.org/entity/128621090","Journal of Economic Education",1910,22881,10671,"0022-0485"
"http://ma-graph.org/entity/128634829","Pacing and Clinical Electrophysiology",10998,165639,8820,"0147-8389"
"http://ma-graph.org/entity/12871524","Journal of Cross-Cultural Gerontology",796,10778,11741,"0169-3816"
"http://ma-graph.org/entity/128727557","Radical Philosophy",63,151,14574,"0300-211X"
"http://ma-graph.org/entity/128829286","Quaternary Geochronology",965,19698,11564,"1871-1014"
"http://ma-graph.org/entity/128936867","Journal of Optics",7340,57963,9569,"2040-8978"
"http://ma-graph.org/entity/129050153","Politique africaine",1426,3426,11363,"0244-7827"
"http://ma-graph.org/entity/129124101","International Journal of Rock Mechanics and Mining Sciences",3532,83300,9741,"1365-1609"
"http://ma-graph.org/entity/129150467","Journal of the Royal Society Interface",3027,85421,10102,"1742-5689"
"http://ma-graph.org/entity/129275725","Law and Social Inquiry-journal of The American Bar Foundation",1663,11745,10931,"0897-6546"
"http://ma-graph.org/entity/129389861","Social Problems",2672,106759,9207,"0037-7791"
"http://ma-graph.org/entity/129421594","Journal of Computational Acoustics",754,7196,11614,"0218-396X"
"http://ma-graph.org/entity/129458801","Harvard Educational Review",1340,84877,9459,"0017-8055"
"http://ma-graph.org/entity/129645971","National Geographic",1904,1485,11535,"0027-9358"
"http://ma-graph.org/entity/12967704","Statistical Science",1686,74661,9618,"0883-4237"
"http://ma-graph.org/entity/129709849","International Journal of Comic Art",35,24,15644,"1531-6793"
"http://ma-graph.org/entity/130009153","Pharmaceutical Biology",4423,44116,10255,"1388-0209"
"http://ma-graph.org/entity/130035086","Africa Education Review",488,1235,12928,"1814-6627"
"http://ma-graph.org/entity/13012152","Mind &amp; Language",901,23155,10746,"0268-1064"
"http://ma-graph.org/entity/130412529","Public Affairs Quarterly",107,345,13978,"0887-0373"
"http://ma-graph.org/entity/130598054","Biology of Reproduction",19072,592279,8115,"0006-3363"
"http://ma-graph.org/entity/130611943","Social Forces",18173,245985,8074,"0037-7732"
"http://ma-graph.org/entity/130623406","Wiley Interdisciplinary Reviews: Cognitive Science",419,6329,12448,"1939-5078"
"http://ma-graph.org/entity/130661733","Journal of Pharmaceutical Sciences",22824,485156,7988,"1520-6017"
"http://ma-graph.org/entity/130676932","Innovative Food Science and Emerging Technologies",2028,53338,10680,"1466-8564"
"http://ma-graph.org/entity/130698296","Meditations",51,8,15319,"1942-2458"
"http://ma-graph.org/entity/130757258","International Game Theory Review",646,3727,12320,"0219-1989"
"http://ma-graph.org/entity/130774151","Pacific Journal of Mathematics",10505,128192,8439,"0030-8730"
"http://ma-graph.org/entity/130832228","Journal of Cardiovascular Pharmacology and Therapeutics",1093,13719,11494,"1074-2484"
"http://ma-graph.org/entity/130927242","American Journal of Clinical Oncology",4873,78757,9598,"0277-3732"
"http://ma-graph.org/entity/131064935","Expert Opinion on Investigational Drugs",3597,72926,10022,"1354-3784"
"http://ma-graph.org/entity/131102849","Journal of Oncology Practice",1947,13112,11189,"1554-7477"
"http://ma-graph.org/entity/131312518","Journal of Artificial Societies and Social Simulation",1310,24211,10880,"1460-7425"
"http://ma-graph.org/entity/131400174","North Korean Review",245,226,13613,"1551-2789"
"http://ma-graph.org/entity/132049688","Obesity Reviews",1769,102956,9950,"1467-7881"
"http://ma-graph.org/entity/132085067","Federal Sentencing Reporter",1674,2558,11638,"1053-9867"
"http://ma-graph.org/entity/13215905","Beilstein Journal of Organic Chemistry",2592,23646,10801,"1860-5397"
"http://ma-graph.org/entity/132236236","Polish Journal of Philosophy",192,108,13921,"1897-1652"
"http://ma-graph.org/entity/132239082","Pharmacognosy Reviews",335,6741,12608,"0973-7847"
"http://ma-graph.org/entity/132380971","Surface Review and Letters",3288,11537,10791,"0218-625X"
"http://ma-graph.org/entity/132495599","European Journal of Social Theory",716,14149,11364,"1368-4310"
"http://ma-graph.org/entity/132505712","Experimental Cell Research",23319,746289,7584,"0014-4827"
"http://ma-graph.org/entity/132625027","Lexikos",971,2053,12264,"1684-4904"
"http://ma-graph.org/entity/132839637","Journal of the American Medical Directors Association",4007,49218,10312,"1525-8610"
"http://ma-graph.org/entity/133027048","Journal of Environmental Biology",2395,17671,11050,"0254-8704"
"http://ma-graph.org/entity/133078663","Cognitive Computation",596,6379,12351,"1866-9956"
"http://ma-graph.org/entity/133181607","American Journal of Medical Quality",1873,16871,10857,"1062-8606"
"http://ma-graph.org/entity/133264478","Journal of Mechanics in Medicine and Biology",1278,4973,11864,"0219-5194"
"http://ma-graph.org/entity/133274750","Journal of Bacteriology",52267,1967942,6781,"0021-9193"
"http://ma-graph.org/entity/133347431","Indian Journal of Occupational and Environmental Medicine",469,2292,12681,"0973-2284"
"http://ma-graph.org/entity/133352122","Journal of Geosciences",928,3585,12154,"1802-6222"
"http://ma-graph.org/entity/133363738","IEEE Transactions on Control Systems and Technology",3602,122608,9241,"1063-6536"
"http://ma-graph.org/entity/13342628","International Journal of Cardiology",30425,285687,8276,"0167-5273"
"http://ma-graph.org/entity/133472793","African Journal for Physical, Health Education, Recreation and Dance",1290,1188,12054,"1117-4315"
"http://ma-graph.org/entity/133624536","African and Asian Studies",441,1386,12841,"1569-2094"
"http://ma-graph.org/entity/133648787","Journal of Southeast Asian Studies",3229,5089,10833,"0022-4634"
"http://ma-graph.org/entity/133743172","Drug Metabolism Reviews",1317,53553,10514,"0360-2532"
"http://ma-graph.org/entity/133775183","Rubber Chemistry and Technology",6792,56304,9600,"0035-9475"
"http://ma-graph.org/entity/133798273","Astronomy Reports",2664,7641,11123,"1063-7729"
"http://ma-graph.org/entity/133901672","Journal of the Association of Nurses in AIDS Care",1709,16087,11182,"1055-3290"
"http://ma-graph.org/entity/133905466","Journal of Multivariate Analysis",4999,87968,9255,"0047-259X"
"http://ma-graph.org/entity/133942674","Tetrahedron Letters",97579,1499673,6740,"0040-4039"
"http://ma-graph.org/entity/133947007","Journal of Nanoscience and Nanotechnology",18472,100487,9068,"1533-4880"
"http://ma-graph.org/entity/134096877","Foreign Language Annals",2179,27383,10239,"0015-718X"
"http://ma-graph.org/entity/134363990","The Journal of Popular Culture",4009,10375,10449,"0022-3840"
"http://ma-graph.org/entity/134425043","American Journal of Human Genetics",18063,894078,7367,"0002-9297"
"http://ma-graph.org/entity/134644764","Journal of Agricultural and Food Chemistry",42959,1380890,7212,"0021-8561"
"http://ma-graph.org/entity/134674912","Metallomics",1403,22865,11381,"1756-5901"
"http://ma-graph.org/entity/134678447","Environmental Chemistry",3318,15048,10887,"1448-2517"
"http://ma-graph.org/entity/134696504","Hérodote",1327,688,11912,"0338-487X"
"http://ma-graph.org/entity/13479253","Environmental Science &amp; Technology",46116,1725871,7028,"0013-936X"
"http://ma-graph.org/entity/13481170","Journal of Structural Geology",4993,166351,9377,"0191-8141"
"http://ma-graph.org/entity/134948390","Zoologische Mededelingen",1883,7158,11165,"0024-0672"
"http://ma-graph.org/entity/135026094","International Studies in Philosophy",2925,3112,11032,"0270-5664"
"http://ma-graph.org/entity/135158421","European Journal of Political Research",1706,50667,10158,"0304-4130"
"http://ma-graph.org/entity/135397728","Dermatology",14258,135117,8804,"1018-8665"
"http://ma-graph.org/entity/135405885","Teaching Philosophy",2564,2909,11208,"0145-5788"
"http://ma-graph.org/entity/135539873","Public Opinion Quarterly",4679,131014,8844,"0033-362X"
"http://ma-graph.org/entity/135560524","BMC Medicine",2095,78037,10178,"1741-7015"
