"","journal","Categories"
"497","http://ma-graph.org/entity/105920018","Information Systems (Q4); Library and Information Sciences (Q4)"
"498","http://ma-graph.org/entity/105963835","Civil and Structural Engineering (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
"499","http://ma-graph.org/entity/105977992","Physics and Astronomy (miscellaneous) (Q2); Geometry and Topology (Q3); Mathematical Physics (Q3)"
"502","http://ma-graph.org/entity/106069630","Visual Arts and Performing Arts (Q2)"
"503","http://ma-graph.org/entity/106098198","Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)"
"505","http://ma-graph.org/entity/106120157","Plant Science (Q2)"
"507","http://ma-graph.org/entity/106137443","Medicine (miscellaneous) (Q3); Pharmacology (Q3)"
"508","http://ma-graph.org/entity/106174089","Energy (miscellaneous) (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1)"
"509","http://ma-graph.org/entity/106179100","Human-Computer Interaction (Q3); Library and Information Sciences (Q3); Computational Theory and Mathematics (Q4); Hardware and Architecture (Q4); Software (Q4)"
"510","http://ma-graph.org/entity/106263159","Mathematics (miscellaneous) (Q3)"
"513","http://ma-graph.org/entity/106302738","Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Condensed Matter Physics (Q2)"
"514","http://ma-graph.org/entity/106374951","Cardiology and Cardiovascular Medicine (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
"515","http://ma-graph.org/entity/106388446","Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Embryology (Q2); Developmental Biology (Q3)"
"516","http://ma-graph.org/entity/106390105","Computer Science (miscellaneous) (Q2)"
"517","http://ma-graph.org/entity/106397756","Agronomy and Crop Science (Q2); Plant Science (Q2); Soil Science (Q3)"
"518","http://ma-graph.org/entity/106404643","Animal Science and Zoology (Q4)"
"520","http://ma-graph.org/entity/106486924","Geometry and Topology (Q1)"
"521","http://ma-graph.org/entity/10652568","Cardiology and Cardiovascular Medicine (Q1); Physiology (Q1)"
"522","http://ma-graph.org/entity/106532728","Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2)"
"523","http://ma-graph.org/entity/106535470","Earth and Planetary Sciences (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
"524","http://ma-graph.org/entity/106548112","Food Science (Q1); Industrial and Manufacturing Engineering (Q1)"
"525","http://ma-graph.org/entity/106555721","Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Education (Q2)"
"527","http://ma-graph.org/entity/10659120","Visual Arts and Performing Arts (Q3)"
"528","http://ma-graph.org/entity/106623195","Insect Science (Q4)"
"532","http://ma-graph.org/entity/106685023","Oceanography (Q3); Water Science and Technology (Q3)"
"533","http://ma-graph.org/entity/106686155","Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
"535","http://ma-graph.org/entity/106702950","Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
"536","http://ma-graph.org/entity/106707257","Mathematics (miscellaneous) (Q2)"
"537","http://ma-graph.org/entity/106777555","Anthropology (Q2); Health (social science) (Q3)"
"539","http://ma-graph.org/entity/106822843","Health (social science) (Q1); History and Philosophy of Science (Q1); Medicine (miscellaneous) (Q1)"
"540","http://ma-graph.org/entity/106835946","Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3)"
"541","http://ma-graph.org/entity/106859309","Chemistry (miscellaneous) (Q1)"
"542","http://ma-graph.org/entity/106908163","Cancer Research (Q1); Neurology (clinical) (Q1); Oncology (Q1)"
"543","http://ma-graph.org/entity/106909380","Earth and Planetary Sciences (miscellaneous) (Q1)"
"545","http://ma-graph.org/entity/106928643","Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Process Chemistry and Technology (Q1); Surfaces, Coatings and Films (Q1)"
"546","http://ma-graph.org/entity/106940122","Pharmaceutical Science (Q3); Drug Discovery (Q4); Molecular Medicine (Q4)"
"547","http://ma-graph.org/entity/106963461","Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
"548","http://ma-graph.org/entity/106979888","Nephrology (Q1)"
"549","http://ma-graph.org/entity/106979931","Gastroenterology (Q3)"
"550","http://ma-graph.org/entity/107001494","Aquatic Science (Q2); Genetics (Q3)"
"553","http://ma-graph.org/entity/107004239","Emergency Medicine (Q3); Medicine (miscellaneous) (Q3); Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3)"
"554","http://ma-graph.org/entity/107025856","Ophthalmology (Q1); Surgery (Q1); Sensory Systems (Q2)"
"558","http://ma-graph.org/entity/107054696","Community and Home Care (Q3); Leadership and Management (Q3); Public Health, Environmental and Occupational Health (Q3)"
"559","http://ma-graph.org/entity/107070057","Cultural Studies (Q2); Anthropology (Q3)"
"560","http://ma-graph.org/entity/107101301","Nutrition and Dietetics (Q3); Food Science (Q4); Public Health, Environmental and Occupational Health (Q4)"
"561","http://ma-graph.org/entity/10710138","Surgery (Q3)"
"562","http://ma-graph.org/entity/107133554","Computer Science Applications (Q1); Space and Planetary Science (Q1); Astronomy and Astrophysics (Q2)"
"564","http://ma-graph.org/entity/107183665","Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)"
"566","http://ma-graph.org/entity/10719676","Condensed Matter Physics (Q2); Inorganic Chemistry (Q2); Materials Chemistry (Q2)"
"567","http://ma-graph.org/entity/107213193","Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
"568","http://ma-graph.org/entity/107214695","Multidisciplinary (Q2)"
"571","http://ma-graph.org/entity/107291235","Physical Therapy, Sports Therapy and Rehabilitation (Q3); Biophysics (Q4); Public Health, Environmental and Occupational Health (Q4)"
"572","http://ma-graph.org/entity/107309357","Geriatrics and Gerontology (Q2); Aging (Q3)"
"573","http://ma-graph.org/entity/107313304","Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
"574","http://ma-graph.org/entity/107316028","Engineering (miscellaneous) (Q2); Computer Science (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Chemistry (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
"575","http://ma-graph.org/entity/10731693","Electrical and Electronic Engineering (Q3)"
"577","http://ma-graph.org/entity/107325288","Social Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)"
"578","http://ma-graph.org/entity/10734860","Pulmonary and Respiratory Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2)"
"579","http://ma-graph.org/entity/107365432","Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Medicine (miscellaneous) (Q1)"
"580","http://ma-graph.org/entity/107371299","Materials Science (miscellaneous) (Q4); Physical and Theoretical Chemistry (Q4); Physics and Astronomy (miscellaneous) (Q4)"
"581","http://ma-graph.org/entity/107381699","Medicine (miscellaneous) (Q1); Radiological and Ultrasound Technology (Q1); Physiology (Q2); Physiology (medical) (Q2); Cancer Research (Q3)"
"582","http://ma-graph.org/entity/107428359","Education (Q1)"
"583","http://ma-graph.org/entity/107430835","Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Software (Q3)"
"585","http://ma-graph.org/entity/107472416","Endocrinology (Q3); Internal Medicine (Q3)"
"586","http://ma-graph.org/entity/10751480","Bioengineering (Q3); Biomaterials (Q3); Biomedical Engineering (Q3); Medicine (miscellaneous) (Q3)"
"587","http://ma-graph.org/entity/107525555","History (Q2); Geriatrics and Gerontology (Q4)"
"589","http://ma-graph.org/entity/107551278","Health Policy (Q2); Medicine (miscellaneous) (Q2)"
"590","http://ma-graph.org/entity/107569174","Occupational Therapy (Q3)"
"591","http://ma-graph.org/entity/107571054","Developmental and Educational Psychology (Q2); Education (Q2); Psychiatry and Mental Health (Q2)"
"592","http://ma-graph.org/entity/1076045","Cultural Studies (Q1); Organizational Behavior and Human Resource Management (Q3)"
"593","http://ma-graph.org/entity/107629180","Geochemistry and Petrology (Q1); Geology (Q1)"
"594","http://ma-graph.org/entity/107631664","Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Software (Q1); Theoretical Computer Science (Q1); Computer Science Applications (Q2)"
"596","http://ma-graph.org/entity/107669889","Applied Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3)"
"597","http://ma-graph.org/entity/107734394","Visual Arts and Performing Arts (Q3)"
"598","http://ma-graph.org/entity/107799410","Nursing (miscellaneous) (Q1)"
"599","http://ma-graph.org/entity/107859076","Inorganic Chemistry (Q1); Biochemistry (Q2)"
"600","http://ma-graph.org/entity/107859553","Business and International Management (Q1)"
"602","http://ma-graph.org/entity/107880978","Medicine (miscellaneous) (Q3)"
"603","http://ma-graph.org/entity/107889856","Clinical Psychology (Q1); Gerontology (Q1); Psychiatry and Mental Health (Q1); Geriatrics and Gerontology (Q2)"
"604","http://ma-graph.org/entity/107893744","Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
"605","http://ma-graph.org/entity/107898947","Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Materials Science (miscellaneous) (Q2)"
"606","http://ma-graph.org/entity/107905979","Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
"607","http://ma-graph.org/entity/107914479","Law (Q1)"
"608","http://ma-graph.org/entity/107919129","Insect Science (Q1); Parasitology (Q1); Infectious Diseases (Q2); Microbiology (Q2)"
"611","http://ma-graph.org/entity/107971450","Animal Science and Zoology (Q4); Veterinary (miscellaneous) (Q4)"
"612","http://ma-graph.org/entity/108000440","Anthropology (Q2); Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Medicine (miscellaneous) (Q3)"
"613","http://ma-graph.org/entity/108008259","Inorganic Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Biochemistry (Q3); Organic Chemistry (Q3)"
"615","http://ma-graph.org/entity/108129672","Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3); Internal Medicine (Q3); Medicine (miscellaneous) (Q3)"
"617","http://ma-graph.org/entity/108158533","Tourism, Leisure and Hospitality Management (Q2)"
"618","http://ma-graph.org/entity/108218269","Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
"620","http://ma-graph.org/entity/108258784","Condensed Matter Physics (Q2)"
"621","http://ma-graph.org/entity/108264734","Psychology (miscellaneous) (Q3)"
"622","http://ma-graph.org/entity/108294569","Surgery (Q4)"
"623","http://ma-graph.org/entity/108301449","Pediatrics, Perinatology and Child Health (Q2)"
"625","http://ma-graph.org/entity/108318183","Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q2); Experimental and Cognitive Psychology (Q4)"
"626","http://ma-graph.org/entity/108400891","Forestry (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Nature and Landscape Conservation (Q3); Plant Science (Q3)"
"627","http://ma-graph.org/entity/108417319","Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2)"
"628","http://ma-graph.org/entity/108418534","Media Technology (Q2); Communication (Q3); Sociology and Political Science (Q3)"
"630","http://ma-graph.org/entity/108427512","Cellular and Molecular Neuroscience (Q1); Developmental Neuroscience (Q1); Epidemiology (Q1); Geriatrics and Gerontology (Q1); Health Policy (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
"632","http://ma-graph.org/entity/108455820","History (Q1); Economics and Econometrics (Q3)"
"634","http://ma-graph.org/entity/108504264","Cardiology and Cardiovascular Medicine (Q2); Internal Medicine (Q2); Medicine (miscellaneous) (Q2)"
"635","http://ma-graph.org/entity/108509855","Neurology (clinical) (Q4)"
"637","http://ma-graph.org/entity/10855453","Infectious Diseases (Q3); Microbiology (medical) (Q3)"
"640","http://ma-graph.org/entity/10863242","Inorganic Chemistry (Q4)"
"643","http://ma-graph.org/entity/108709262","Philosophy (Q1)"
"644","http://ma-graph.org/entity/108723051","Health (social science) (Q2); Issues, Ethics and Legal Aspects (Q2); Health Policy (Q3); Medicine (miscellaneous) (Q3)"
"646","http://ma-graph.org/entity/10873449","Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
"647","http://ma-graph.org/entity/108741841","Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Communication (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
"648","http://ma-graph.org/entity/108758393","Biochemistry (Q1); Cell Biology (Q1)"
"649","http://ma-graph.org/entity/108806340","Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)"
"650","http://ma-graph.org/entity/108832698","Arts and Humanities (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)"
"651","http://ma-graph.org/entity/108845946","Economics and Econometrics (Q1)"
"652","http://ma-graph.org/entity/108863518","Aerospace Engineering (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1); Computer Science Applications (Q2); Modeling and Simulation (Q2)"
"656","http://ma-graph.org/entity/108927298","Agricultural and Biological Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
"657","http://ma-graph.org/entity/10892749","Electrical and Electronic Engineering (Q1); Instrumentation (Q1)"
"659","http://ma-graph.org/entity/108944336","Health, Toxicology and Mutagenesis (Q2); Medicine (miscellaneous) (Q2); Pharmacology (Q2); Toxicology (Q2)"
"660","http://ma-graph.org/entity/108956734","History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3)"
"661","http://ma-graph.org/entity/109016753","Dentistry (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"662","http://ma-graph.org/entity/109066046","Business, Management and Accounting (miscellaneous); Finance; Law"
"664","http://ma-graph.org/entity/10907757","Spectroscopy (Q3)"
"665","http://ma-graph.org/entity/109077999","History (Q1); Gender Studies (Q2)"
"667","http://ma-graph.org/entity/109108137","History (Q1); Organizational Behavior and Human Resource Management (Q3)"
"669","http://ma-graph.org/entity/10914567","Organizational Behavior and Human Resource Management (Q4)"
"670","http://ma-graph.org/entity/109156048","Arts and Humanities (miscellaneous) (Q3); Education (Q4)"
"671","http://ma-graph.org/entity/109175786","Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
"672","http://ma-graph.org/entity/109185276","Medicine (miscellaneous) (Q4)"
"674","http://ma-graph.org/entity/109208094","Computational Mathematics (Q2)"
"675","http://ma-graph.org/entity/109232058","Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Public Health, Environmental and Occupational Health (Q2)"
